id,ancestor_id,parent_id
0acb4b7aabf19a,d764f49b,
0acdc3f16f9ad5,643c1a41,5f412317cac916
0ace4b69b7156f,44ae4f0c,
0ad07982d88236,f35137b3,
0ad08635fad829,f89e8767,
0ad09ce2d2fb18,d329c429,7b8b1e5dc707ad
0ad283f2ac94c9,5d4dec48,
0ad2bc50b2707b,a0e1571d,
0ad2cf2019ad8b,c803f1df,
0ad35f483cc9c9,9e3e4ade,
0ad3acc86032cc,f13b983b,
0ad3c1b36677bb,d77b6f95,
0ad5e877d8d310,86d3ec6e,
0ad66241a4c382,40eef13a,
0ad69f29de109e,655d449e,
0ad76e67394c4b,a6a850de,
0ad792eae68850,d89fd8f7,
0ad7b380914b9d,cf3e6c38,
0ad8099b6897f9,77286bbc,fad9206e65f885
0ad8d416b89b78,0b0562f0,
0ad922adf381bb,d1f93362,
0ad9de9300dd68,0811c59e,
0adac9a1e286ba,4888eb0b,
0adbd3adaf6396,ee001dd1,
0add190606da3c,2b2fc1fb,
0add6a4ab4ac3a,868e2d48,
0add9e1dd36195,7e187ddd,7140d78210c756
0ade2f2be599e4,2e1d358c,
0adfe310a428ff,f805de19,
0ae080fd9e5240,f9a5eb9c,
0ae0886627977b,34f3c759,
0ae094b01b9d13,2b52b02b,
0ae0a7943c3a89,5128da3b,
0ae0aab5a446b4,86f37ed2,
0ae155c50e2e2c,7d13e151,ffd4ef75c9d314
0ae16ee980f498,437bc809,
0ae1c7aef28479,4608b997,
0ae302ca101115,66bb0bf0,
0ae3033b6329d8,408ef10e,bd6335c58efc1a
0ae32d7faff2f8,080fb322,
0ae357f619cc7d,f7419c66,
0ae38684b1e856,e4e8bb97,
0ae39982801e87,4adaaf1f,
0ae3ffbd4f481d,8bee3e02,
0ae3fff7a6d23e,08460d7a,bb6183be13ea6f
0ae5c538081e54,a2155040,
0ae631d987d589,bd6131ce,
0ae6e68b720361,c8562a14,
0ae70369616b6b,d6301972,
0ae70b271c7318,1bd4aeda,
0ae85d169a827d,5d4dc6fb,
0ae8a1bdfb138d,0ecc6360,
0ae8d4de8bd1c9,588acd9e,
0ae92f3a7124ad,c931f2c0,
0aeae566e1a94a,52591601,
0aebedc5871c0f,4a7eec53,af8799ccaf6977
0aed12ec36af04,5a47bab1,
0aed16a1e55e08,19296068,
0aeddaf82c22e1,f127062e,
0aee862c92947e,5d82ea3f,
0aef160c6d105f,552adeca,
0aef3156ae18fd,d301c8d9,
0af0d75349c8dc,2f27d2b9,
0af164f47cf3ee,d54c08c4,
0af1ecf58678b9,e3797b44,
0af2ea4d8a249a,898ae4f6,
0af36874f130f6,dce73aa5,fe184ef903d41d
0af399709c278d,1a545843,
0af3ca8b66b494,58a14e24,
0af41cfacfc289,9d53c126,
0af44fc828000b,2498f948,
0af47adec9c697,f0d10959,
0af4a26a1606a9,67adb9cc,1d47f5dfe9ef27
0af4da93d82b94,1b963c23,
0af4ef657cfaed,7819c6b1,ec7cd8696f33cd
0af6877bf74067,6adc911c,
0af6b2c9615fa2,7470afcf,
0af6c4c1417510,c8da065b,
0af73bcc0f5846,2c0b29f0,
0af7abceea4e11,784e54f9,
0af7c97766f2d5,1c419c18,
0af7e71c12d73f,d5e1b6b3,
0af83bab49f6f3,43d3e672,
0af9f507300961,a5759094,
0afaba0c728c8a,01679dee,
0afabe3ba8d10c,48754583,24bcf459339bb1
0afc03f608ed34,8c4aa46e,90fb589acc26c8
0afc2d80215566,7b85d141,
0afc926d0c4acc,1f15d0c0,
0afd8866067fb5,22a96ba2,
0afdfa01077e89,940a0ec0,
0afe7b01136927,2c65b76e,
0afeb805b04e04,026eef2b,
0afec42f4440cf,09b11820,
0affcfadb51952,97958f79,
0b00758b1bbf8a,b82ac9b0,
0b00e9bb22a191,ce83ba82,
0b01138ad120fc,0b4b72e6,
0b01536d10b1b5,2fc1947a,dafc1e867becb6
0b01736a406c2b,c1fc8d3e,18cf1da8f7eab2
0b01e7d241fdf4,bf1aa554,
0b01fdcb1ef626,49df414b,
0b0296cf0f21af,1060306f,
0b02d57a60eda1,bea3ab40,
0b03233a978cb5,f3d3c9d8,
0b03878a6e511d,4e4a1e3f,5fa6ffa8acd6c0
0b0398f6d242c8,478b67d0,
0b03cd796484af,ae45280a,
0b0412cd829777,efa22f76,
0b047f39cc3726,0786d632,9de9e65b2f2406
0b048c685de54e,edc05581,
0b053dacf599cb,7584ce2c,
0b054563e124d2,b9413b95,
0b058514c5f2a0,018ac9c0,
0b05e531ad2383,c3524205,
0b065a394424f8,fdc6eb39,012885f69d7d75
0b06a36663eea1,7b12f8f9,
0b071a982ae841,0c8b0661,
0b075ddde039ee,76daa824,
0b0784b02a7bbd,2bca389d,
0b07b94340d305,79bd5800,
0b08314009a1b6,b293d8ad,
0b083fb36c3f4f,d80dbec0,
0b087b7cc72a18,afe2615b,
0b08d237b13bdd,87df7b24,
0b08e4d1d04469,a0afee32,
0b09b37e500f72,e6584ba0,
0b09bb36b498bd,58f047da,99ec25d5d0359f
0b0b25a5d81878,c8d1ec3c,
0b0b5ae3c9188f,00927e93,
0b0b7dbdf605e4,921a80bb,26c96e49b8ecf0
0b0ca9cf221742,403726fb,
0b0d0b9191aa1d,2b35eaf7,c2bed2409b9f16
0b0d49068227c9,5a7fb135,
0b0d9ce2944a24,60d8f5bb,
0b0db2be336b11,1b4a81c3,
0b0dc5953b0347,87599e0e,
0b0df7d82030d4,7bc2cec2,
0b0ef26c97ee9a,717d7937,
0b0fc1f14e6f9a,a32d52ef,
0b109e1a8a4009,961f6c46,
0b11477caee0e9,5d99a975,
0b114e0fa15212,a5a5e0e5,
0b11bfb963865a,cfa3542e,
0b11d7b4523647,c8de98dd,
0b12025290fbe3,80cde3e0,
0b126cf3e38f86,b4102231,
0b126dc3dcdf3c,a44a203d,
0b12bd7811bb5d,3deee27b,
0b12c954192bbd,c2fb3cbd,e6b3f03e61adf4
0b12d75018f2c0,9176df09,f5f475ac11a3f4
0b13a8fc593bf7,094cad29,4e86ce35327388
0b13baa2a3a3ce,a08065d8,
0b140d871cf2d2,3617181a,
0b140e51df41a2,c8e84f06,
0b1415200c9059,a6182f58,
0b1451923c1db4,8ba1f528,c425fca2df7fee
0b1452afc4ce3f,1658171d,15d499e120b9b8
0b153be5fd7116,7533e27f,
0b155ab0fa7b86,b3ec8b1c,
0b1638a1b053d2,a920c4f8,
0b16e3a40f8131,beffec85,
0b17cd1703aa49,d874b778,
0b17f04f7101c8,0954a107,
0b185d576cb4c2,7df92bfe,
0b19f4816d2193,5db731a4,
0b1a2940bcc8d2,16a3648b,
0b1abb233f4d8c,9b36ec4b,
0b1b26e3f546eb,3eeb6d1c,bcb204241b081f
0b1bb156a01f4d,34a8673b,
0b1c2bb2e39592,71358bf9,
0b1c7a9f1e9574,cfc02a82,
0b1de3720f4773,ac899809,db016b0280c2da
0b1e403ffc4a6e,f000365c,
0b1f75b8cd6568,d1515cf9,
0b2013070fae81,d1ac2522,
0b20e9da0777d2,530baf1a,
0b2111c8126472,60c384b4,
0b215a34bd5b3b,af5959d6,
0b224d1f624a11,e5d41e57,cab1e01993c7c3
0b2291495e557e,99972312,
0b22b7acd33fe4,2ff3ef14,
0b23d0fdbeb289,9c2d8fd0,
0b243a87a9ef7d,79110c71,
0b24766c162a8a,32e6a205,
0b24e5e3807832,bbda68c5,
0b2559fe046274,238e1ee7,0e4430883816df
0b25f9c346ad4e,a3d9716a,
0b27035e297c2d,130a5f46,
0b2767714d1189,7c6a4d74,
0b280effce6dba,a5f92139,
0b28488111e6c8,13e1b4b6,
0b285d31cff2bc,e1f12fb1,
0b290287816e5f,344343a0,
0b2a190d617231,ee808acb,
0b2aaceead6e20,91c4b974,
0b2aca0ff378ff,96448cd2,
0b2af591e5c57b,eb6e509a,
0b2b1531f14805,fa495c48,
0b2bca27e414d6,26835022,
0b2d01b06bd735,8d8ab222,
0b2d38883d2382,d74cb37c,
0b2d50b7542099,088d515b,
0b2d912b8acf62,7c591f8e,
0b2de82e43f888,282b902b,
0b2e7cf1c29ab2,de118c8a,
0b2efb2eed7703,7408ea07,
0b2f14880e496f,765339fe,
0b2f15a9d22ebf,ba2f584a,
0b3042d991a24c,b11470ef,
0b30640a0a6871,74fe4a8a,
0b30b1a46cd714,5605bcb5,
0b31153acf1f62,c3b7cdf2,
0b317e77b4225a,25731fb1,
0b31a1fc36b62a,15119cb9,
0b31a5757a502e,b9b8a95e,0d2f22c61c1c94
0b31d0f4237fca,47c902b2,
0b31efff343c24,86b79d36,
0b32038f0fa883,e4d5842a,
0b320d052818b6,db74fdd2,
0b322266e1d627,259c4463,
0b3234f30be0b0,5e550d11,
0b330d95f8e5b1,8d161808,
0b3334e4a0c7cb,fbf47add,
0b33687f8b2a01,c9345ead,
0b3381e2f90f6e,45be51d3,
0b340e05bf93d5,9caf45bb,
0b34230af6ecab,c829a5fc,
0b3488758b0cb3,0fcedabc,
0b354d3ee7023e,2cfb0475,
0b35c3652daaef,c46fa8c0,
0b35c3cfc73436,04eaa948,
0b35d718f0d2a7,7b76f391,
0b35e75eb02337,808a73ed,
0b35ffbaebc748,2d4d48bc,
0b3721ebcc441a,a65c7572,a57198de05e1fd
0b373a4ddad55f,02e60eed,
0b3757123104ba,79f0bf1b,
0b3801ae25f257,73543883,
0b3807d4793b67,6260de0b,4b771e9c8f1f64
0b38cc0d73f4d1,816f29a0,
0b399fe64bfb8d,35784e36,
0b39f72d7f37eb,1bc63254,
0b3b0242291cba,29f206a9,
0b3b0d61ff805c,3a0fe3ce,
0b3b0d7af7507e,18500028,d6f5c6e3c46db3
0b3ba57b338e18,56f0289f,
0b3c040266e5d4,f6a1fbf9,
0b3c0af6edbd6e,51a73447,
0b3c74cedff4e7,efada8c4,
0b3c8602b3bfcb,30ddb534,
0b3cf95b6723a0,562768c8,
0b3d3d69177e2b,5faa570e,
0b3dc455250d16,42562bfa,
0b3e6529c2ae67,5e7f91a6,
0b3ed7c4238ae5,d9b44d59,
0b3ef9a40dc497,66c48b66,
0b3f76fed88f98,1a48b31d,
0b3f90e289e40b,e3f54d18,
0b3fcf65c0e3e9,d98c2731,
0b3fd7570bd1ce,1f0c25cd,
0b422959f4958f,5f8dd7b7,
0b4283f29010f7,9cbf8773,159e36d67f89e4
0b42fc0874ed54,1f555f0c,2c5cd79fdb4b82
0b43064dcf2e40,9fe4517d,
0b43c3db7b171a,808c6690,
0b4408bca9479c,e6b8bf79,
0b443f95c9fa79,ee17d1e3,
0b447fb5155a46,e95a601c,
0b44f18de88a41,81975ec5,
0b451fb850934f,10f5bd79,
0b45bcea5a60b4,b50d1b3f,b7143298ef3d32
0b45dec6301196,41e2712c,
0b45e452242c5e,15ed4dee,
0b46489c1d47ab,20e4610c,
0b46dff11e59ba,19c0a9eb,
0b479462fa53a8,34e34d8d,
0b47bcb19e5bdb,a2411243,
0b47e4f4732441,bf2dc08e,
0b4a27a3185560,5d4f90a1,
0b4ab7ed7c6a9c,53d6dc92,
0b4b7b359d07be,91377ea7,
0b4bdeccb0165f,41ee111e,
0b4c4a86a96154,f4fa38ac,b1fbc05118e2d8
0b4cf7a9b671ad,f71717a3,
0b4cfab945d390,7cf9074f,
0b4e950d84cee3,6e314a11,
0b4f08116e43e7,49ae94f6,
0b5024a19e894e,25948983,
0b5161dd12de56,0fe6881b,
0b532300c709dc,e66351ea,
0b532501c8d0d1,815b4490,
0b53c5c7856c29,01f3b38b,
0b565f7055f528,b0425276,
0b5665c5f52743,9ec163c8,
0b5677ddd36088,d5e5844a,
0b56c7b5aacea0,7d4a1918,
0b57939a796efd,8e7e90f0,d743f74ccdc6f0
0b57af29c54de0,b71ee8c0,
0b57ec1194d77c,21f210e4,
0b580d1b275cab,0903e7eb,
0b58245058c0f7,40333f5e,
0b586abd45bc3b,c57a9f50,
0b587e72d7ef6b,1654cf23,
0b593e51d03eac,27d6cddc,
0b5ab9664d948a,407a795d,
0b5b5a09a92cad,f6136b13,
0b5b70ef7f24c7,72de86c4,
0b5bdb1eba9878,65fde412,
0b5c3a0a1a77a3,43e70b59,
0b5cd60a4ac4d7,854c6812,e5eabf7c5052c3
0b5d2aa9ab97cc,09b69b82,
0b5da6339fcdc9,06fa6621,
0b5daa445711a0,60024ed6,
0b5f0d35d12627,6fed1801,
0b5f212ffbbb60,3ec52b99,
0b5f6ad4c1d278,1d39a064,
0b60093057e970,a7da9491,
0b6152c91262ef,fb487914,
0b6168f871b65d,1e692d43,5e269fc9c0bb43
0b629c0b8b5414,a5b05e84,
0b6320c0c4660f,57b21d99,
0b632689a4ba80,2b65b817,
0b63715cdf361b,3b88f3dc,
0b64729785c305,47e58d3d,
0b64af23efbfe7,3fef6677,
0b64e55f912e8e,5136aa7d,
0b650361c19a53,8f2a0733,
0b650c98273f27,a5ab192f,
0b66065c2325b4,79738e96,
0b662d6382803b,399110a5,
0b6769cc3d9f1f,b5ccf11a,
0b67dd8f4904fa,8dcc6230,
0b68547096c828,1e8b19c6,
0b686f5431c13e,2b35eaf7,c2bed2409b9f16
0b69d2a724281d,856a267d,160b82db3bce3f
0b6a9603a5abfa,edd2fcaa,
0b6a9721d3a921,c59d3389,
0b6b0d50363425,237c03fd,
0b6b1f2b5bc117,e2d6cc31,
0b6b814aa41d0a,7fbca3b8,
0b6c7597187018,db9a91a8,
0b6e4679034acf,f8f5d0a0,
0b6e785e1f75d1,897d0e42,
0b6eaf46f88fdd,4cf4b70a,
0b6f9b7d6cbb74,527d8024,
0b70987a00baf8,8fd71fa0,
0b715aaaa6667f,dec37882,
0b717e0e33e414,ba1804d5,
0b731cfc053161,b3882918,
0b73617b2c37d4,ce2857f6,
0b736812744fda,d3ebd907,
0b73a13dc64d31,a43d48ec,
0b73f9d9e01e7a,d796b5f3,
0b742616fec3d2,8aaf03be,
0b7492f76d582a,06cc4380,74779510003ad6
0b74d2aae58a5b,ed02ab51,
0b762bc8d713e1,5424999f,3a71d0807685bd
0b764fbc0d1ce3,37e95a3a,
0b765b58bcfdda,672a60ee,
0b77b7684e750e,4591793e,
0b77d10f79f64c,1384a275,
0b78ceaa8238bc,67fcb805,
0b7937b6d61b3b,7d231fd1,
0b7a176b12a9b0,26aa1f67,
0b7ae038d72660,34608429,
0b7b916e85d342,62c98038,
0b7c36deef70ea,5a387f23,
0b7cef66d95503,4a1318e4,c7dabc2cd48e5e
0b7d2a42075ba7,4d28804c,
0b7df6c3308fa1,9f4ad1a2,
0b7e2865982a0a,151f26f7,
0b7f37b10cd61c,aa7c17ed,
0b801c665c4776,1ba4d908,
0b80c37337c7dd,21180b78,
0b80ca4687d15f,6c4b9fc7,
0b8106efbf034b,5ac5e19a,
0b81211b4dfeda,149e6963,60343dc92326b3
0b81e5abc42309,9995b138,
0b8276781838e9,02d15a3b,
0b83a697949682,84cdad80,
0b84bbc835bde4,2d6d09bd,
0b850938116bee,e2de83e8,
0b8528ba976275,c39c2efb,
0b85405fb431cf,0caa0f05,
0b859e423b8674,e2cc90ae,
0b85d3df4e6fc7,256b88a0,836bdf64139089
0b867ae4fc35cd,89861aa0,1d99a7690c9b4c
0b870ecfd0d80c,b9cae15c,81f71b4c282aa7
0b871fd83d0ef3,5b98b87c,
0b87fc494490cd,60c69ae9,
0b884bb58b7002,dec73924,
0b88c6b81bf74f,90f43e22,
0b8a34f59b7b01,d35947fc,
0b8ac6971d93b3,5a86538a,
0b8bf3a982eb56,923922d9,65ea0760d84265
0b8c5355b396bf,9d297750,
0b8d5a9501610c,464d059d,
0b8d8f9a5eaa8f,e812efc0,
0b8e845fb3f182,3692cea0,
0b8e9c75027594,1ec021df,
0b8f4b120e710e,9b2adee7,
0b9033fbdc9a00,65a3af72,
0b90571e8abd98,1a7ed538,
0b9079ee31b80e,57855583,
0b909cebf0d5e4,ef8a7a1f,
0b90c338b40e75,3a910e48,
0b90ee80f9c05f,3dbb2e16,1e29b9bec247fa
0b91ce34b08003,00fa326b,
0b9278c0ca608b,a1390a00,
0b92f166f8a143,a06bb6b2,
0b938d9f6cc346,898c2ac3,
0b94f2d9148495,d543f253,
0b9567efe4d639,af243e25,
0b95904c8fe50e,026bf20a,
0b95dbd93f9c57,06d67960,
0b966cdf36ad56,4a3f26dc,
0b9739c54c45eb,4f500d16,
0b98365c48afbe,817b696c,
0b98d5e6173461,93afb3f1,bde97c85fff4dd
0b992bb837fd25,c42bdd5e,
0b9942b02ea3dc,1945b1a1,
0b9948ebfbf2bd,384fa84c,
0b998d1dd6ace3,bb027b7e,13e2c16ddd50fc
0b9a495f3b5708,7d3e0fc4,
0b9aa6d5d74048,73225cda,
0b9c36e623791a,733a8db0,
0b9e4ff14386d4,6cfdbd4c,
0b9f22ca9cd7ad,b9aca30a,
0b9fe8d616cc2c,94cc54c3,
0ba164a9f68299,42e1eb45,
0ba24abcdbfd6e,ceec92cd,
0ba2fcb3ff5a4d,0e7099c2,
0ba362ab2eef3d,6e7a7929,
0ba3adc0336a52,414d95bf,
0ba3aedf7e35d1,06e3fa37,a6618262ac3dfd
0ba4a8e79d8038,282013a5,
0ba5c4a23733cd,e59ca4b0,
0ba62678e90bb6,f2eb6839,7045ed502ede2f
0ba661149727ae,2634a369,
0ba6e0dc7fcc28,c8782dfc,
0ba70e4f8f2ce8,06e8aaec,
0ba711b1ebad03,6fc55244,
0ba7350ed3594b,3fd88cb2,8a25d17ac3a9dc
0ba8130e52a46d,65ac833f,
0ba87a7abb6f70,62dbfd03,
0ba903784d79ab,04f0e3c7,
0ba9fdb4430574,3cff0f9f,
0baae039cdaf5e,18500028,d6f5c6e3c46db3
0bab0fad904049,4d4cdc92,
0bab2f57d0b681,bf55a62e,
0bac07f9317065,c0fb5f49,
0bac5e138a5587,4a424f1a,
0bad233d584d14,3e80dbdb,
0bad4af20bfd8e,74ee5dcb,
0bad6f0fbc35ef,35d71065,843c9df17886db
0bad790c273cee,71f98191,
0bad7ad1f79da2,95d4bd70,
0bad9fc7a002fd,291ec0bf,
0badc4f8068679,07a3ffab,
0baddc727c96d5,71d9f402,
0bae2a0515619a,b45bd656,
0bae358c480761,1f95e92c,
0baf576bd91f41,4f2206e6,
0baf6073107851,6407dd7f,
0bafc0858539eb,935e74ac,
0bb0d551afcb34,ffa55097,
0bb1284e91f07a,66a43c36,
0bb12ca11c1eb7,878d031d,
0bb168c8db3144,f4326135,
0bb1b2a5d7b419,c2f36fb7,
0bb21af022ac0e,48f90de4,
0bb22d06e42c2f,c0d22661,8bdac17743ec14
0bb2c57a08913d,a29f7ff3,
0bb2e9deeab813,b7422bdb,
0bb365ccfd949f,fa596739,
0bb391f7a16df0,f175e467,
0bb434c62f0b98,e7c5eb6b,
0bb49b45469d3d,b6fc8aa0,
0bb4b0ada27c55,883dd80e,
0bb5b5430b7552,6416f3d9,
0bb6d9b02ec2d3,a19857ee,
0bb75c19b0a623,89267364,
0bb84f9f034004,84824dfb,
0bb8cb08f55491,9b5c0180,
0bb9a3fa4ad14e,86ef4e8b,
0bb9f52012fff8,856d0506,
0bba268f6e8950,dc67ac01,
0bba6945e9bfde,417d22aa,
0bba6c54f638c1,69665dad,c6dff686724e7a
0bba762c997cc5,9913e9c5,
0bbb425dde69f0,0d7249e5,
0bbb99ae17fb12,aff45445,
0bbbee110371ce,dbcd8ce4,
0bbd1fb041f968,0eda0369,d6a1e41dbce43f
0bbd41f0a2459a,79b78723,
0bbe90c0337e54,4ae27320,0efb1650e8b5b0
0bbf6b97c47d95,8ddad723,
0bbf93ae28e967,ae20cc19,8d899007d2adc2
0bbfd2d287c70e,dd545c8b,
0bc00135eb0062,7cc543d3,e38959a05ad6d5
0bc011e9008f2d,ce440577,
0bc044f0c3f979,1fc8540c,
0bc0be4fa7dfa5,06b929ba,
0bc120b87947c6,59ada114,
0bc160079a13b0,8c0a34d5,
0bc197819c5515,f6b8c2ec,
0bc21c4da85db7,82191faf,
0bc384b17b879c,3d4796fe,
0bc43baa19f56d,040f2743,
0bc593aa8785b9,d00a9c42,
0bc5b4d54508c2,cdfa3b3b,
0bc5eec91d58ad,ce9c4bc4,
0bc6fc4491ae18,e3528208,
0bc751c2659123,cd6906ec,
0bc7543bcf4a0d,5d7b7646,
0bc771e5287fbc,4b5f4422,
0bc7f96ab5e01d,3c4b489a,
0bc80f1d61b508,eee664df,c319275c0660f3
0bc866d28e7b23,65aa91b7,
0bc95f58ceccbb,ccba4c67,
0bc97c77f6f7e0,e6a9b9b8,
0bc9a14d07f217,6669f137,
0bca2a71c21456,0d89b9d0,
0bcb163e4ca60a,dd4f5998,
0bcbee49a21f3c,d82e15cd,
0bcbfad5a7a608,d018454c,
0bcc0bee4160eb,58764d9f,
0bcc54a6d336b3,707e472d,
0bcd3fa95181fb,60037e9e,
0bcdd9901fd58b,a106f770,
0bcebe99bfdfaf,4045df40,a655dde7399e42
0bcf10c233f595,2b63eb6a,
0bcf272ee38814,3a34bad8,
0bcf308cb48ee1,254cefa0,
0bcf3129e56784,da45c47d,
0bcf4d0c49c2dc,a673df59,
0bcf9d0386bdc8,4f6c55eb,
0bcfcdb2b7eb54,5fdf743a,
0bd0134ddb39b7,0400d1bd,
0bd0173bd14d1a,0248c490,8ea96d98bcf41c
0bd0ba4f1778ce,ffe16238,
0bd12847024f51,ebce7831,
0bd22db3d88c08,86dae0ea,
0bd2823a2ca7eb,33819275,
0bd4a73c44a5d9,6bcaafb9,
0bd51fe8beb052,b0522925,
0bd533b9a39a76,17d81e0d,
0bd58db5f528d7,b69e244b,
0bd5b1e1545727,0735597e,
0bd5ca8a42042f,cf368a9d,
0bd60661832f16,4072fb9e,
0bd701a1481bf1,ee52d3fb,
0bd81341f1777a,64f2f9d1,
0bdb25f71cf551,2db0efde,
0bdc39d9cf0e9a,295a6d33,32fcb5b6e40142
0bdc6ad8cbce90,ae89d0b3,
0bdd1527ad2b9c,af74278f,
0bdee538c701df,47217652,
0bdf4b6211cba5,4ac3ad7c,
0be0a6bbf4de1f,740b9a9f,
0be1433c2406b7,817431c5,
0be178f8542719,c66a17f1,
0be220f8e61acf,6b9f4ebe,
0be23f749eb724,d544837d,
0be23fd1173dd6,278f9978,
0be25d00f3ae38,9b590263,
0be29bf7ce5165,0e25c5fb,479312bb4b8ab6
0be3321150b448,9c078d17,
0be34c1d3dd741,668a9f36,
0be4408311d6a3,d5903209,
0be476ce7432a1,4ee62d6b,
0be4782cb43fe1,5d7eaa93,
0be5328b2cdd31,623c83bf,
0be67e5e9ce34b,af3cfeb1,
0be696dbc431ae,18aea3bb,648052701b819a
0be89af9c139a2,ba185798,
0be8a80da67e39,4c84b8de,
0be8ff94e34de1,46a21f9e,
0be9119fdb8a8a,f10ecc39,
0be9a1776f08b3,620d63cc,
0bea0ac9e5a616,dd3b9d33,
0beb20ddedb327,807561d2,
0beb2cdaf272e7,748fd1bb,
0beb4030503733,639258be,
0beb54829c7ca4,ee48d9f4,
0beb70fa1651b1,b3631a14,
0bebd8f801a641,7753af07,
0bef5602b39126,f969943a,
0befb536273ef7,f830bab7,
0befc41c50c78e,782cb139,
0bf0d8efed0143,8439ce00,
0bf1b74a4a5511,41d3527d,
0bf27b475bf1c9,1def3913,
0bf2a3b426960a,6761a996,f7ba476b785157
0bf2ca457a26bc,70dbd081,
0bf3441d2e6552,4c65679b,
0bf3be663f9d88,6aa5af16,
0bf49e1313b1ee,b1e19c5a,
0bf51bdc4563d1,e0adcb91,
0bf51ff04f883c,51ba916e,91978a5d182b26
0bf571e9011749,001ef1be,6d2ada5ad096dd
0bf6493b12367f,9788d337,
0bf6f26c725652,f64701d1,
0bf70b333e2782,77f11c3b,2ca917da597076
0bf732a1818bb4,30687f29,
0bf739b87ae658,ae1965d1,
0bf7c1ea862b72,6a1a2809,
0bf7ea9859ec17,7ec39fc6,
0bf80dc4d0a50c,7cddc357,e74df475d166f4
0bf9509bb84947,8b5191a2,
0bf9ec57667f27,185144af,
0bfa22405cdb42,84527704,
0bfa251c41e527,15e29c65,
0bfa77626acfd0,645b71fa,
0bfb72b70edd79,80a14555,bc102d1d86f54b
0bfb7d818742b3,b0fb6354,
0bfd41aa1cdf8a,78a6d1ab,
0bfe48f5a2c3e4,ce8529f4,
0bff90f05f9423,01b39838,
0bffc6435f5017,091b09aa,
0c004fef5608e5,a0be4a04,
0c011059dacc92,d6086219,
0c01cd624c4d30,eea663ef,
0c02b63c708215,18900c64,
0c0307bee8e5f5,e81d3cf0,
0c0361fcff4264,b08ff532,
0c03e7c1503b5e,a06d2ac3,c2289fe2b6732b
0c0433f4830756,01f94e6e,
0c04454c54c4a0,19b1b9a4,
0c04cc1a54c4c8,8f1bca6a,
0c04dbbaf08a20,c621db0f,
0c05b9bbcfda23,20a28cbb,b223a6957ff2b9
0c072403c6cd21,066d5e8e,
0c074bebcd66a1,482987f8,
0c07b413a691a8,313e936e,
0c07c6efc22782,b0f84ef7,
0c087b7f2c97c5,c2fb3cbd,e6b3f03e61adf4
0c08a6aeb6670d,eecdbb1e,
0c08e54d53c039,dc9be658,
0c090c703ef271,7d22cd24,
0c092a540454fb,2f556afb,
0c09a394a1e7d7,370a8965,
0c09adac005762,07956ed5,
0c0a1f27335780,55e7e323,
0c0a63ab0e8caf,8655c2a6,
0c0a9f0218649d,27995d22,
0c0aac07781ab3,cdc0e99d,
0c0af48fa67252,83ab396e,
0c0b242227b490,1e059ecf,
0c0c59d438b195,e4ed559b,a6375630ba70f1
0c0c707f425f8d,8ebdc370,7c5e0c73b5e439
0c0cfe5bbfdee9,c33599db,e23b87a3a74257
0c0d3f3ff7bca7,98900d4c,
0c0d54d7919111,8499fefe,
0c0dbf4ad318e0,f265eb03,
0c0dce12710b1e,99b1fff2,
0c0f1fc738ec84,8e4e526b,1a0440f7261f41
0c0f4131d37686,7b798449,
0c0fa56a7c8145,34a12430,fb7ac955a95d81
0c0fda69b33bb1,bbde0c44,
0c0fe46e7c74c6,9d1fd970,
0c0fef9d3fff98,0e04fef9,
0c101315361cb1,0d6dbbfc,
0c120abaa068ee,79e77153,
0c123c716ea669,c4334fbd,503ca50812b1ae
0c12554197d892,8ce8d4d8,
0c1271c9beb426,f04b374e,
0c12c38194a765,c48c8c0f,
0c1312b5a874ba,05e5af59,
0c149816f2b3a1,eeac5554,
0c15119543a671,1fe0ef73,
0c15c0567bb7b4,870d9a8b,
0c16e4cb170d42,89b9c4fa,
0c170f298d8ea6,af82766f,
0c177d567c876b,4ba4f114,47954ef0220c78
0c183702a4f3b0,dc8cd69a,
0c1843b39ff680,d6832a97,
0c184f52434956,ee10d30e,
0c18d19133f975,ebef7cbf,8a36abbbfe84f4
0c18dda594bd69,24f049da,
0c19866855cf4a,114b38c7,
0c1a024ca46fd5,fb9aea44,
0c1a46b61f9276,3a41b134,
0c1a8fb20fa8fd,358c5b9a,
0c1acf5ca42192,d776bc51,
0c1b98ca2c6a5d,ed3743d1,3cd96e4062d10e
0c1c88ebc2dd34,24742e07,
0c1c8dcf70695e,a045f5c2,
0c1d11c68bb80f,a293090a,
0c1d2e8ccb5685,4d6056f1,b8ba717d79f2c2
0c1d379bc1249e,259985fb,
0c1d5731435ded,0ccb9acf,
0c1da09a992494,17d38800,1d870e1472e2d5
0c1da187341e40,e603b595,f05d59fbdeb4b6
0c1f3dc1fd0109,37c712a7,ac4896d2b63678
0c1fa950daa40d,1f1bcdaf,975675a3bb13ce
0c1fc1963b3cbc,5f49b5a9,
0c2087d3cf5af2,ecda367e,
0c21961049d2ff,6d15a92d,
0c21f502adc4a8,87692aab,
0c22e1afd95b82,c1d84b61,
0c22f147e7164f,dcc9fce0,
0c23870c3fccfa,d4aeca96,
0c2412fb664856,d4b36278,
0c24b137333ecc,0a9cd452,cde2024fa1be03
0c251abce12c31,85065bef,
0c26b68a309143,b75181cd,
0c26e6a7a224a9,4a100401,
0c277852aca573,2136dbcf,
