id,anchor,target,context,score
638bc71f60ab447a,connect to common conductor,common outer conductor,H03,0.25
ff31fefdc046c30c,connect to common conductor,common return conductor,H03,0.25
27116506afb2e923,connect to common conductor,common verb,H03,0
2a184dd7753a58cc,connect to common conductor,common wire,H03,0.5
829fd01ff5d2fe9e,connect to common conductor,conductive path,H03,0.25
5e04d5e94a53014b,connect to common conductor,conductor strip,H03,0.5
69d460b1760d37d9,connect to common conductor,connect at common node,H03,0.5
d599a99b1972963d,connect to common conductor,connect in common,H03,0.5
5a5a4e141e23cda7,connect to common conductor,connect to additional conductor,H03,0.5
1348d000e7af6743,connect to common conductor,connect to common circuit,H03,0.5
d151997676f61fcf,connect to common conductor,connect to common lead,H03,0.75
abd5430f0c82d05f,connect to common conductor,connect to common substrate,H03,0.5
2527e88b6c5baaf6,connect to common conductor,connective tissue,H03,0
c08b30e0f79e2a2f,connect to common conductor,couple to common ground wire,H03,0.5
1e53f2724c177a3b,connect to common conductor,ground signal,H03,0.25
d5bba81928bf613e,connect to common conductor,interconnect to common conductor,H03,0.5
9f81469b84b11555,connect to common conductor,non insulated wire,H03,0.25
039f19f5efd1997c,connect to common conductor,signal output conductor,H03,0.5
f6a96e83a7708147,connect to common conductor,voltage difference,H03,0.25
01e10ad9a0e6d611,connect to common conductor,white board,H03,0
66b2d9e90c221f58,connect to electrode structure,anode,H01,0.25
eabcc43eda78a366,connect to electrode structure,apply break,H01,0
659b9208465a1c7a,connect to electrode structure,apply for exam,H01,0
9e82a5a78ecf1c3b,connect to electrode structure,apply online,H01,0
65f7d4b5413d891a,connect to electrode structure,apply to cathode,H01,0.25
8bc4c251fdee8707,connect to electrode structure,apply to electrode,H01,0.75
d773c81a3f0ba4ea,connect to electrode structure,assembly language,H01,0
a5ab90a53d3960a6,connect to electrode structure,auxiliary electrode,H01,0.5
7a61fecc3651a427,connect to electrode structure,cathode,H01,0.25
c9640b697a06550e,connect to electrode structure,cement structure,H01,0
50d7c4115c395461,connect to electrode structure,connect dots,H01,0
9ea6bb0b895656e0,connect to electrode structure,connect structure,H01,0.5
19e59ad409bb7478,connect to electrode structure,connect to electrical conductor,H01,0.75
d75f0d5561c5fc7e,connect to electrode structure,connect to vehicle structure,H01,0
461ea77b0e417a49,connect to electrode structure,connect to wall structure,H01,0.25
6e89c8e0214b2930,connect to electrode structure,connect with structure,H01,0.5
05b579eb242c68a4,connect to electrode structure,electrode assembly,H01,0.5
f2b1138642dd680d,connect to electrode structure,generate anode electrode,H01,0.5
747b6e1911052de8,connect to electrode structure,grid electrode structure,H01,0.5
b8e1bddaf84eebb8,connect to electrode structure,oxidation,H01,0.25
0787ed18ffffac45,connect to electrode structure,polarity inversion signal,H01,0.25
082cd1c7117d82a7,connect to electrode structure,supply to anode,H01,0.5
73f05c15dec4d4be,connect to electrode structure,terminals,H01,0.25
efcf25374ed42c40,connect to electrode structure,utilize analog electrode,H01,0.5
a2a608f09520c5f3,connect with conduits,associate with conduits,B21,0.75
78b39ed9c06ff47d,connect with conduits,communicate with conduits,B21,0.75
b762e9ca33ce34aa,connect with conduits,connect by conduits,B21,0.75
839368278ddc91c4,connect with conduits,connect conduits,B21,0.75
607a45d0cfa64e43,connect with conduits,provide with conduits,B21,0.5
6596c6e3ad76b4d1,connect with conduits,associate with conduits,C14,0.75
f1ebe2c2bf3649e6,connect with conduits,attach with conduits,C14,0.75
a47507d44f6dbd07,connect with conduits,communicate with conduits,C14,0.75
8796ca3c83195407,connect with conduits,conduit fittings,C14,0.25
50874b692ce71e33,connect with conduits,conduit hub,C14,0
2c9c33a37f8b710f,connect with conduits,conduit system,C14,0.25
6c6fb8bd2455e49d,connect with conduits,conduit wiring,C14,0
88517631b9c1d44c,connect with conduits,connect fluid conduits,C14,0.75
4d44740377ce3342,connect with conduits,connect with pipes,C14,0.75
46e54649b0801b6a,connect with conduits,connect with tubes,C14,0.75
1991e44284493a04,connect with conduits,connecting channels,C14,0.75
7c2b8d3afdc0e9d6,connect with conduits,connecting with tubes,C14,0.75
b4ba82ad85fba1d4,connect with conduits,conveying through pipes,C14,0.75
1393c67b1a718755,connect with conduits,coupling system,C14,0.25
df7e6c0391f3a35e,connect with conduits,data connect,C14,0
06116a8fb8e9a180,connect with conduits,electrical conduit,C14,0
8626fa95718fe59e,connect with conduits,ileal conduit,C14,0.25
1d32a939fb951389,connect with conduits,join the conduits,C14,0.75
d05bdb0d19f208c2,connect with conduits,join with conduits,C14,0.75
58d8b19dae38023f,connect with conduits,power connect,C14,0
f93b347a3ece24b3,connect with conduits,skin barrier,C14,0.25
ab32351090b058d1,connect with conduits,stoma,C14,0.25
73c43687992ef141,connect with conduits,connect conduits,F02,0.5
2c6b915e765fd791,connect with conduits,connect through conduits,F02,0.75
53d46a653e4323dd,connect with conduits,provide with conduits,F02,0.75
24fd115eb2062639,connect with conduits,attach with conduits,F16,0.75
9c01eb6db405bdd5,connect with conduits,conduit system,F16,0.5
453e427d07768b78,connect with conduits,connect by conduits,F16,0.75
7b061b5f87bc916f,connect with conduits,connect fluid conduits,F16,0.5
1e06741fe7572323,connect with conduits,connect television internal home,F16,0
84c165d095378fb1,connect with conduits,connect through conduits,F16,0.75
70f22acc49e2e418,connect with conduits,connect with conduits,F16,1
a87f8c4fd07382da,connect with conduits,connection game,F16,0
07f0de1de9416fb7,connect with conduits,connection towards conduits,F16,0.75
74e31a7bf97599aa,connect with conduits,connection towards duct,F16,0.75
2d78ad2d712db403,connect with conduits,cross connect bus,F16,0
d8e1fcee2949c950,connect with conduits,data mining,F16,0
e1088d0ea0b53eda,connect with conduits,hoses,F16,0.25
3e330edae5d5f804,connect with conduits,independent secondary indicator,F16,0.25
5fc93e772af293c9,connect with conduits,join with conduits,F16,0.75
3a50f4cac2975c59,connect with conduits,passageways,F16,0.25
cd79f7da7b947f1a,connect with conduits,primary pipelines,F16,0.25
ddc90980dd7c5d71,connect with conduits,rapid connect communication bus,F16,0
c3517407b3525da5,connect with conduits,single supply conduit,F16,0.5
868520b1bbd6c721,connect with conduits,spindle forge piece,F16,0.25
3b8b702779bad168,connect with conduits,support with data,F16,0
49bf83fcaaaa3422,connect with conduits,vapor valve actuation,F16,0.25
802e8fcc86f02753,connected means,attached means,B23,0.75
d8efe9517e1f1cff,connected means,bluetooth connected,B23,0
f46d891fbb3da6bf,connected means,connect means,B23,1
e5f14d3a05183c9a,connected means,connected graph,B23,0
46605822898a7eff,connected means,connected hydraulic further,B23,0.5
f43502770900918a,connected means,connected hydraulic means,B23,0.5
a050be4814ed6471,connected means,connected means,B23,1
08026a8259692806,connected means,connected mechanism,B23,0.5
eb7b18842f602f99,connected means,connected member,B23,0.5
3b47d973dc7dcb86,connected means,connected power means,B23,0.5
d5e1a15e9a5fd509,connected means,connected speech recognition,B23,0
612820b001112ecc,connected means,connecting means,B23,1
ea585106939da1e9,connected means,connecting mechanism,B23,0.5
2a0833d1e24057dc,connected means,connecting system,B23,0.5
af102fedeefff7ce,connected means,coupling means,B23,0.75
0931755f38752885,connected means,coupling unit,B23,0.5
6eec5e812afde895,connected means,disengage means,B23,0.25
c9218a3e8ddd404f,connected means,driven means,B23,0.25
d5e3bf93ccb5166b,connected means,driven member,B23,0.25
99acd0208a512d3d,connected means,epicyclic gearing,B23,0.25
1e556163872788cf,connected means,gearing,B23,0.25
265fcd4edf5b4927,connected means,hydraulic means,B23,0.25
952cba124472e4e5,connected means,internal ring gear,B23,0.25
7a747524e1f3ffb0,connected means,joining means,B23,0.75
05fba36b0bdaeb1c,connected means,light guiding bar,B23,0.25
b688705dfc1ad43e,connected means,linked means,B23,0.75
cc3dd0557fc1c75a,connected means,means of communication,B23,0
d7dac46196d05238,connected means,means of transportation,B23,0
7d40f9843316ffdf,connected means,power means,B23,0.25
bd4960910f779902,connected means,removed means,B23,0.25
8b836a9f35d6c150,connected means,welding stick,B23,0.25
e8f095f69d0c0d3f,connected means,components,G02,0.5
0ed88e54cb7fab4a,connected means,connected devices,G02,0
df26b0657367ab5b,connected means,connected in series,G02,0.5
092d5bb1d5d6de0d,connected means,connected things,G02,0.5
cbaf2458b27351f3,connected means,connected to nodes,G02,0.5
1a7dcaffd75ce99b,connected means,connected transistors,G02,0.5
b6085bb22f4fc31e,connected means,connected without internet,G02,0
437d0fc05b476078,connected means,connecting electronic devices,G02,0.5
252b7f05be6b1ff7,connected means,connecting means,G02,1
bc57c6e1037bb36d,connected means,connecting portion,G02,0.5
305f4962f7151d8f,connected means,connection means,G02,1
2b6ae51322724e9d,connected means,connection portion,G02,0.5
ba21a1964fdd811c,connected means,connector,G02,0.5
93e7661323de78c1,connected means,coupled means,G02,0.75
362d59d77df9e726,connected means,coupled transistors,G02,0.5
74da715cf29fe45d,connected means,current circuit elements,G02,0.5
94cf8a2df633c4ea,connected means,current circuit means,G02,0.5
fad31680006773ba,connected means,current means,G02,0.5
b3a3b27f6d0ef007,connected means,current means elements,G02,0.5
8e47066b885bbf82,connected means,device driver,G02,0
9e7423afd2581a65,connected means,disconnected means,G02,0.25
91dd339711b7da10,connected means,disconnector base,G02,0.25
2cb023832ae8358e,connected means,disconnector pole,G02,0.25
45df465737b9f16d,connected means,distribution box,G02,0.25
eae7422c989d33d7,connected means,element chart,G02,0
3614ac083fa06253,connected means,grounding switch,G02,0.25
68a42af8ecbac4e0,connected means,joined means,G02,0.75
03790097bd2f3312,connected means,linked together device,G02,0.5
5a52fe8fe9e50d29,connected means,means connected,G02,0.5
cf18e305b75e1038,connected means,means connecting,G02,0.75
4b748e68f97b7c2b,connected means,means of livelihood,G02,0
07fa989f145cbd39,connected means,pin,G02,0.5
8a0df7b615031476,connected means,portion break,G02,0
e3f4286092835925,connected means,rectifying elements,G02,0.5
00af91320b7e817f,connected means,rectifying means,G02,0.5
c8937dc427523444,connected means,switching elements,G02,0.5
3df1abbd0296bacd,connected means,switching means,G02,0.5
8afc226eb821f2c1,connected means,terminal connected,G02,0.5
79a187be9c3b0ffd,connected means,transformer,G02,0.25
721ec2b6948243bc,connected means,transistors,G02,0.5
33d96a04e08e8fb6,connected means,voltage circuit elements,G02,0.5
a481cc44193f49d1,connected means,voltage circuit means,G02,0.5
fcca8a8082abd72f,connected means,voltage means,G02,0.5
7eca354875202d2d,connected means,voltage means elements,G02,0.5
6631d94c14fd4b84,connecting lines,circuit matrices,G08,0.5
bf6221eb045724c3,connecting lines,circuit means,G08,0.5
a4a876ccd26041d8,connecting lines,circuit paths,G08,0.75
569661789b6eca72,connecting lines,components,G08,0.25
abc8f9c8a263952a,connecting lines,connections,G08,0.5
287eae19525559bf,connecting lines,line,G08,0.5
c4aa0c260855be49,connecting lines,matrices,G08,0.25
59d4bf1d6efe6bab,connecting lines,matrix paths,G08,0.5
97b127333f4b2e1c,connecting lines,paths,G08,0.5
b03b34d131854480,connecting lines,points,G08,0.25
d8745892d96ae9fe,connecting lines,possible components,G08,0.25
d7e723bb6499ca81,connecting lines,switches,G08,0.5
94d1c269b316ca41,connecting lines,transmission components,G08,0.5
1cd20d56e86e6e06,connecting lines,valves,G08,0.25
ca3e75771c10291e,connecting lines,auxiliary windings,H01,0.25
5b4f9995c5b61e0a,connecting lines,connected devices,H01,0
9b188e680245e656,connecting lines,connecting bus,H01,0.75
8274be3ba70eb494,connecting lines,connecting jumpers,H01,0.5
dca1a8fbee7f1be0,connecting lines,connecting modules,H01,0.5
3cd9fa9f269188dd,connecting lines,connecting rod,H01,0
94cc4d556a602c76,connecting lines,connection jumpers,H01,0.5
162c5b8f047622e1,connecting lines,connection modules,H01,0.5
a4c3bf29acf9cc32,connecting lines,connection points,H01,0.75
08f3273ab7152560,connecting lines,connections,H01,0.5
e0c7d325223a3f44,connecting lines,current,H01,0.25
812e09be200064e7,connecting lines,disconnecting lines,H01,0.25
e261926303978e0b,connecting lines,electric connecting lines,H01,0.5
d5b34498a87f53b9,connecting lines,electric supply,H01,0.25
9613925f31d929f4,connecting lines,electrical connection cables,H01,0.5
e42933d401b21b0f,connecting lines,electronic signal lines,H01,0.5
6772dac764b13bc4,connecting lines,for supply,H01,0.25
bf77fcf719012b24,connecting lines,inductors,H01,0.25
0a49bef9445fcb57,connecting lines,inline engine,H01,0
5de4f30803fd67bc,connecting lines,jumpers,H01,0.25
4b79a6a81deb54f7,connecting lines,line art,H01,0
1cc26417c1f8dcf4,connecting lines,links,H01,0.25
e92aacf943b9c736,connecting lines,modules,H01,0.25
7de208f41411f770,connecting lines,parallel connection lines,H01,0.5
f80370628b73e240,connecting lines,power,H01,0.25
429545e780ed5ffb,connecting lines,road lines,H01,0
5523d61629cd0f93,connecting lines,switches,H01,0.25
7e6b888517c178eb,connecting lines,vehicle connector,H01,0
597b6c53efbf9578,connecting lines,voltage,H01,0.25
46374f6be996776e,connecting lines,windings,H01,0.5
8a43a737c3006d32,connecting lines,bar line,H03,0.5
9dd6340e04596fa4,connecting lines,bar lines,H03,0.5
e4782d1b3b5a9513,connecting lines,channels,H03,0.5
bbc94fb5199eee6d,connecting lines,components,H03,0.25
641bc7d984e5130b,connecting lines,conductors,H03,0.5
6daa3ffd0dc82c10,connecting lines,connecting line,H03,1
58d18e4c7aff13f4,connecting lines,connection line,H03,1
7c9a95b9430eebda,connecting lines,connection lines,H03,1
700c2d03453321ca,connecting lines,lines,H03,0.5
34d43b8394b9cd0e,connecting lines,plurality connecting lines,H03,0.75
390169b56c8444b2,connecting lines,plurality of lines,H03,0.25
a609086308a3c902,connecting lines,actuating leads,H05,0
8d2d9c5752969270,connecting lines,cables,H05,0.5
0b075573f8e672d0,connecting lines,connecting bus,H05,0.75
51675892a8489ed0,connecting lines,connecting roads,H05,0.25
e6ec958f6275eb5f,connecting lines,connecting rods,H05,0
991b8e2ada7e949d,connecting lines,connecting words,H05,0
3ab72bc699ecf37f,connecting lines,connection of lines,H05,1
d98f0dc99dbf346d,connecting lines,connections lines,H05,1
88ebd81845aa8fb4,connecting lines,connective paths,H05,0.75
c09c1155913dc1b4,connecting lines,control,H05,0.25
da894567a2fec9ca,connecting lines,current,H05,0.25
c1c6a27db0ec32e8,connecting lines,electric connecting lines,H05,0.5
ff81586f56c7d38b,connecting lines,electrical cables,H05,0.5
31ca72b11bed93c6,connecting lines,electrical wires,H05,0.5
5257b200eb4486ed,connecting lines,electrodes,H05,0
507a623532c2e846,connecting lines,fluid lines,H05,0.25
d0e9fe441ef36d9d,connecting lines,inline engine,H05,0
e700d63c77babd12,connecting lines,intersection,H05,0.25
c79816628db79dfd,connecting lines,leads,H05,0
7f5c7dc7cc472966,connecting lines,line art,H05,0
fb05c1f553c6a268,connecting lines,line graph,H05,0
fbd9b3f74f7dffc7,connecting lines,merging lines,H05,0.25
c02330736598c334,connecting lines,operating leads,H05,0.25
41ce1a4694842fc8,connecting lines,operating lines,H05,0.5
1f4f12665c00b068,connecting lines,parallel connection lines,H05,0.5
206771591b78142a,connecting lines,piping,H05,0.25
517305eedf128719,connecting lines,plumbing,H05,0.25
e25f8ae26fea2adb,connecting lines,power,H05,0.25
c46db29394a354a1,connecting lines,vehicle connector,H05,0
cd842bd947432138,connecting lines,voltage,H05,0.25
f6871c7e859a2983,connecting lines,wire connection,H05,0.5
fecc25e0a8663cb2,connecting lines,wires,H05,0.5
d065c1a9122b7f59,connection speeds,computer game,A63,0.25
99868d6da454f3e2,connection speeds,connection bandwidth,A63,0.5
0b38490bbc600bf7,connection speeds,connection internet speed,A63,0.5
2f48348a62762d8d,connection speeds,connection pace,A63,0.5
ab39980f78df290d,connection speeds,connection pipe,A63,0
ff687f2239e57bec,connection speeds,connection rate,A63,0.5
0af0b6dc6c5b062a,connection speeds,data speeds,A63,0.75
8a86b00dfc339761,connection speeds,different connection speeds,A63,0.5
72061c8b2908d517,connection speeds,end users,A63,0.25
9d443a4c52d6679d,connection speeds,internet connection speed,A63,0.5
ef9e038887a8c32a,connection speeds,joystick game,A63,0.25
e4843c19170e3768,connection speeds,megabits per second,A63,0.5
e7637ecac91c740d,connection speeds,minimum limit,A63,0.25
4a75635ca9269dce,connection speeds,mobile connection,A63,0
0a9a3aa0086f8a6f,connection speeds,online speed measurement,A63,0.5
e9ca40b6b68e8fc4,connection speeds,speed of sound,A63,0
8389707f1d90a66d,connection speeds,test data,A63,0.25
41e5b6c68c5dfcd1,connection speeds,tv connection,A63,0
18d0d75ceaef8831,connection speeds,video game,A63,0.25
18e37da92e39e7ea,connection speeds,water connection,A63,0
5d0baebfe9fb89a7,connection speeds,water supply connection,A63,0
8b50698ca4427af0,consist of oxalic acid,acids,C04,0.25
2fa27e83a9771ed1,consist of oxalic acid,aqueous oxalic,C04,0.5
9fd00edc695ec8a5,consist of oxalic acid,aqueous oxalic acid,C04,0.5
5cb7087ee3c6b702,consist of oxalic acid,aqueous oxalic acid solution,C04,0.5
4395b3122f0b8eb1,consist of oxalic acid,bases,C04,0
2b9b5a1307a6cdb7,consist of oxalic acid,chemical composition,C04,0.25
9150220dc3a8d134,consist of oxalic acid,composed of cooh2,C04,0.75
c369d0b8361d7493,consist of oxalic acid,comprises carboxylic acids,C04,0.5
c700bf31b6e48d2b,consist of oxalic acid,consist of c2h2o4,C04,0.75
8e57427fcc150b59,consist of oxalic acid,consist of ethane 12 dioic acid,C04,0.75
7c75d70542d40703,consist of oxalic acid,consist of ethanedioic acid,C04,0.75
13c54ff36281929c,consist of oxalic acid,consist of oxalic,C04,0.75
29dfefc52354e9a8,consist of oxalic acid,consist of subgroups,C04,0
853e224d5bc28ac2,consist of oxalic acid,consists of cells,C04,0
2443ab8be483020e,consist of oxalic acid,consists of students,C04,0
4ac1daecd3a2c9c0,consist of oxalic acid,dicarboxylic acid,C04,0.5
b57dcf59d4af8ebe,consist of oxalic acid,ethanedioate,C04,0.25
a1129fd317433fe3,consist of oxalic acid,mechanical erosion,C04,0
df0baa4eae1ecca2,consist of oxalic acid,organic acid,C04,0.25
bb00facdedfa4b1a,consist of oxalic acid,oxalate,C04,0.25
cd4850d486e988a1,consist of oxalic acid,oxalic acid,C04,0.5
69a205742024f9ad,consist of oxalic acid,oxalic acid aqueous solution,C04,0.5
48633e039af97fc7,consist of oxalic acid,oxen,C04,0
726c05a87863a544,consist of oxalic acid,treat with oxalic acid,C04,0.25
d5727bc83bad21db,consist of oxalic acid,water cycle,C04,0
851ff23cbbfc1850,consist of oxalic acid,aqueous oxalic,C23,0.5
8eddf7bea804a0cc,consist of oxalic acid,aqueous oxalic acid,C23,0.5
ea689f9db4e628f3,consist of oxalic acid,aqueous oxalic acid solution,C23,0.5
11d959cd93db64c9,consist of oxalic acid,bonding of ions,C23,0.25
40eafe83f75e2dfb,consist of oxalic acid,calcium oxalate,C23,0.25
3179562098d8fbd7,consist of oxalic acid,chelating agent,C23,0.25
fa6bce5aea26d00b,consist of oxalic acid,comprises ethanedioic acid,C23,0.75
83338eb8fda41a5e,consist of oxalic acid,comprises oxalic acid,C23,0.75
42d9d8a70941c93b,consist of oxalic acid,consist of a support material,C23,0
3ff082204c969bc4,consist of oxalic acid,consist of animals,C23,0
12701bad0fce8a0f,consist of oxalic acid,consist of bioabsorbable foam,C23,0
2826cf5946319aff,consist of oxalic acid,consist of dogs,C23,0
10297eba7071af66,consist of oxalic acid,consist of ethane 12 dioic acid,C23,0.75
1602d63cda560a21,consist of oxalic acid,consist of ethanedioic acid,C23,0.75
97be5ad443a6b209,consist of oxalic acid,consist of oxalic,C23,0.75
a8b5d967dff774f6,consist of oxalic acid,consist of people,C23,0
1460e8799aa5fccd,consist of oxalic acid,dicarboxylic acid,C23,0.5
6606809e93b798b9,consist of oxalic acid,ethanedioic acid,C23,0.5
621d1f99090b0938,consist of oxalic acid,ho2cco2h,C23,0.5
e1513a02724cbc56,consist of oxalic acid,locomotive consist,C23,0
534d51393facd7d6,consist of oxalic acid,metal ions,C23,0.25
0fb9706960d0abab,consist of oxalic acid,organic acid,C23,0.5
ba441078fb432187,consist of oxalic acid,oxalate,C23,0.25
08c27c9fcb0d0218,consist of oxalic acid,oxalic acid aqueous solution,C23,0.5
9a60e6243896cec0,consist of oxalic acid,stones,C23,0.25
0bb80c02e8a303de,consist of oxalic acid,treat with oxalic acid,C23,0.5
73009dfacedee85d,consist of selection,choosing team,A63,0.5
21c4fffdf0b8c366,consist of selection,consist in selection,A63,0.5
c1571cb57fc379b2,consist of selection,consist of chosen,A63,0.75
abd2013e02dc31ce,consist of selection,consist of few,A63,0.5
283031c8e9a9b89f,consist of selection,consist of selected,A63,1
2d3272c4100d941a,consist of selection,consist of sentence,A63,0
6080b4ca0bd54235,consist of selection,consist of some,A63,0.5
d028e0070d970637,consist of selection,consist of word,A63,0
f93c4cb7258a658f,consist of selection,consistency of thickness,A63,0
b3a042f9532a9ff1,consist of selection,consistent behaviour,A63,0
c670d07e24027b12,consist of selection,few people,A63,0.25
978b8f025cd46bef,consist of selection,grain selection,A63,0
8a033b81895e283b,consist of selection,included in selection,A63,0.75
836211a8e84671a7,consist of selection,less people,A63,0.25
29b35e9b0aacb90d,consist of selection,listing gradually,A63,0.25
30f133666127dec9,consist of selection,not selecting,A63,0.25
faff28ae083ba291,consist of selection,selection criteria,A63,0.5
6e94e9d6efded41d,consist of selection,selection list,A63,0.5
305b0810ab231931,consist of selection,selective breeding,A63,0
ee55eb69e37c4012,consist of selection,some people,A63,0.25
88dd65d28ce38517,consist of selection,taking decision,A63,0.25
b89152e2662663fb,contact cable,cable assembly,B61,0.5
1c494a245754dfc6,contact cable,cable contact,B61,1
b1eafb303dc931d7,contact cable,cable disease,B61,0
05971f8e3e680bf9,contact cable,cable system,B61,0.5
78018f0cbefb94cc,contact cable,cable tv operator,B61,0
0159b2bfd10403ba,contact cable,contact cable,B61,1
12a6f6af6e6f1e31,contact cable,contact cord,B61,0.75
25c1795d79fcdd67,contact cable,contact dermatitis,B61,0
5cf6dc2ffcc5e925,contact cable,contact lens,B61,0
9c794a4b5fe080c5,contact cable,contact lenses,B61,0
9d2ca2d426d17596,contact cable,contact number,B61,0
d495ca9cc552781f,contact cable,contact wire,B61,0.75
6f0fde3e82c37edb,contact cable,electric cables,B61,0.5
2ae211baaa706be0,contact cable,flexible contact cables,B61,0.5
4bf1847f8e43c243,contact cable,rail transit communication system,B61,0.25
90aad8c7dbb67a35,contact cable,railway location information management network system,B61,0.25
2297a63ccce24e3a,contact cable,sleeper bound devices,B61,0.25
b58792982263cd8d,contact cable,terminals,B61,0.25
749aab1539f58af3,contact cable,track rails,B61,0.25
c1438f7cbc5b467d,contact cable,transmission unit,B61,0.25
cfb561d1dd1c50e1,contact cable,cable contact,H01,0.5
3c324dd214243492,contact cable,clamps,H01,0.25
ac880ebc71be453a,contact cable,connecting cable,H01,0.5
0bf060043e80d865,contact cable,connection request,H01,0
58225aec394c1ad5,contact cable,connection wire,H01,0.75
686ea7043980e6d5,contact cable,connector plug,H01,0.5
69a5276d179f0d43,contact cable,contact conductor,H01,0.75
15452893e7cdcc6f,contact cable,contact force,H01,0
a976f108c762e7dd,contact cable,contact lenses,H01,0
0604129e1bd8461c,contact cable,contact number,H01,0
3eb6c2f6e15458ac,contact cable,contact numbers,H01,0
6a0b89afd234e793,contact cable,contact person,H01,0
4581108462f29c2a,contact cable,current signal,H01,0.25
0da7a7c2a03e27b1,contact cable,electrical apparatus,H01,0.5
1630929325b57d7b,contact cable,high power,H01,0.25
af641086397bc42c,contact cable,output voltage,H01,0.25
33cc7c86917a1acb,contact cable,plug contact,H01,0.5
bc517d6a9bcba1d3,contact cable,polymer composition,H01,0.25
fed5a8c39a93d8f8,contact cable,power generation,H01,0.25
8341519220a24f45,contact cable,spring contact,H01,0.5
5854a6f8e84476dc,contact cable,terminal contact,H01,0.5
fe8a05e4fa563611,contain bacterial cells,bacterial cells,C12,0.5
34f6f7028135648a,contain bacterial cells,bacterial host cells,C12,0.5
555e440a59c00bb6,contain bacterial cells,bacterial species,C12,0.25
80ab317dbc61a37c,contain bacterial cells,biological structures,C12,0.25
5681c68438c035b5,contain bacterial cells,cell phone,C12,0
9712a40b5a27c949,contain bacterial cells,cell structure,C12,0.25
d2c34f409f8540da,contain bacterial cells,cellular phone,C12,0
fbaa81e4da3f1584,contain bacterial cells,comprise bacterial cells,C12,0.75
15ac9601b12bfcca,contain bacterial cells,contain a semiconductor,C12,0
4899d7e309de61e5,contain bacterial cells,contain bacillus cells,C12,0.75
8e736b2219b29221,contain bacterial cells,contain bacteria,C12,0.75
58f8a69e74fff41c,contain bacterial cells,contain bacterial biofilms,C12,0.5
1baeb0452ee245bd,contain bacterial cells,contain bacterial cultures,C12,0.75
e00f918dbb69011a,contain bacterial cells,contain bacterial spores,C12,0.5
673a8405cadd7528,contain bacterial cells,contain bacterial strains,C12,0.5
7c7c187c27a37db0,contain bacterial cells,contain cells,C12,0.25
0957caeca7b074e8,contain bacterial cells,contain executable code,C12,0
b0ec8c1f65360458,contain bacterial cells,contain microbial cells,C12,0.5
15d2f0d21e88bf42,contain bacterial cells,contain microorganisms,C12,0.5
5a9ba5b5c94b7748,contain bacterial cells,contain personal data,C12,0
ddc14f9a52e3d851,contain bacterial cells,cultures,C12,0.25
f6a2f96376b79f4b,contain bacterial cells,growth media,C12,0.25
bf89478cbd1de4d6,contain bacterial cells,mobile cell,C12,0
40f781fe0b4c6bc8,contain based resin,contain based elastomer,B27,0.75
10e838035af81ac6,contain based resin,consist of based resin,B29,0.75
e2b82c6a2c5f684e,contain based resin,contain based artificial substance,B29,0.5
f9c4ced5cf6e7e6d,contain based resin,contain based compound,B29,0.5
2f874db6b76e2a97,contain based resin,contain based epoxy resin,B29,0.5
18ba4844e30242db,contain based resin,contain based particles,B29,0.5
0f85ff9a95c68737,contain based resin,contain based resin,B29,1
79738678486a9fd1,contain based resin,contain based substances,B29,0.5
63ebd41c78889c4f,contain based resin,contain fossils,B29,0
477468b6dfab997a,contain based resin,contains pollen grains,B29,0
4730cdb0e64192fd,contain based resin,hold based resin,B29,0.75
624546644176fc65,contain based resin,organic compounds,B29,0.25
9a04b8491264d422,contain based resin,paint roller,B29,0.25
af7cd3551ae51e49,contain based resin,plant based diet,B29,0
c15912c379133705,contain based resin,polyurethane covered golf ball,B29,0.25
297fad4c5cb407e7,contain based resin,resin,B29,0.5
a088dd36db1a8d04,contain based resin,router contains internet,B29,0
fe76f3d6077f8188,contain based resin,theory based evaluation,B29,0
ac9c17ede9c3b18f,contain based resin,thermoplastic articles,B29,0.25
ce8e6419186abff5,contain based resin,thermoplastic material,B29,0.25
dc9f456cbf9d624f,contain based resin,unsaturated polyester,B29,0.25
9cb08e3556c5ad1c,contain based resin,wifi based camera,B29,0
dc6d69b96c75b68c,contain based resin,contain based compound,C08,0.25
7df73f06e806a9b5,contain based resin,adhesive agent,H01,0.25
fcebaf71fa570603,contain based resin,artificial resins containing macromolecular compounds,H01,0.5
d86a7ddf8d67b84b,contain based resin,base value,H01,0
c3cda8d48aba4c5c,contain based resin,construction applications,H01,0.5
3df2b258a2921411,contain based resin,contain based binder,H01,0.75
0b0843271b7453aa,contain based resin,contain based elastomer,H01,0.75
5e4eabb1448cd917,contain based resin,contain based particles,H01,0.5
52dbfd432c08811f,contain based resin,contain based polyester,H01,0.75
612c4b2992c0029c,contain based resin,containing an olefin based polymer wax,H01,0.5
dc01c102d2727fd0,contain based resin,content based routing,H01,0
c72667f5bc7b6f5e,contain based resin,curable composition,H01,0.25
36004ae6a5098e9c,contain based resin,food content,H01,0
c5296c9d5f672017,contain based resin,laminated wood construction,H01,0.25
17dcbe76793c6cb9,contain based resin,lignite based urethane resins,H01,0.5
417418837079dea9,contain based resin,on premises server,H01,0
71cd168dc6eace57,contain based resin,operating system,H01,0
9a53552628d50320,contain based resin,polyvinyl chloride,H01,0.25
f1d29d0a0db92875,contain based resin,resin based coating,H01,0.5
